smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
NC(=O)CN(CC(=O)O)CC(=O)O,190.06,170.3676494,1.115587382,7,4,120.93,6,0,0,7,0,3,2,0,0,0.443,2.229,0.5,0,-0.657,['-'],['-'],['-'],['-'],0,0,0,1,-1.232319675,-0.486187594,-2.16389375,224.7354402,312.9757636,1.614504308,5.406615681,-5.344317835,-4.582116066,0.999997973,2.03E-09,2.79E-06,0.998195642,0.000695348,0.218595386,0.023587704,0.988680363,0.999993086,5.97E-08,0.064285897,4.68E-05,0.765946984,31.43904132,-0.491448452,59.647019,1.34E-33,8.60E-18,2.62E-09,5.36E-20,2.29E-27,4.26E-31,0,1.79E-36,1.23E-27,4.67E-10,9.80E-21,0,0.961276889,3.52E-06,2.324918907,1.384141065,0.084096899,2.374939745,2.908506783,2.717852996,0.039312661,0.125394911,0.049364593,0.29989624,0.224575549,0.052748546,0.975750923,0.938335538,0.537577271,0.997894228,0.991177857,0.093220599,0.630591094,0.095728301,0.023169162,0.892480373,0.324685425,0.023417465,0.000825919,0.048146922,1.61E-07,3.04E-10,2.78E-06,2.07E-05,7.05E-05,2.17E-07,1.23E-08,0.996429861,8.75E-10,1.33E-06,8.15E-08,0.00060439,"[(4,)]",['-'],['-'],['-'],['-'],['-'],['-'],['-'],0.019,0,0.111,0.003,0.132,0.609,0.01
CCO[PH](=O)OCC,138.04,123.9383346,1.11377969,3,0,35.53,4,0,0,4,0,1,4,0,0,0.551,4.135,1,0,0.156,['-'],['-'],['-'],['-'],0,0,0,1,0.758321065,0.141434954,0.147358055,-51.06809538,127.9927288,11.36071155,5.06903903,-4.36339119,-4.613264418,0.114778437,0.938981295,3.60E-06,0.005316317,0.005540848,0.110137343,0.006403327,0.994220614,0.999554336,0.029397948,0.998272181,0.058841117,0.943852186,10.18870725,-0.260886482,88.57862875,0.001592403,2.24E-05,0.998919725,0.95867604,0.981662095,0.999976873,6.53E-05,0.999999046,0.001085561,2.70E-05,0.999402761,0.959333181,0.994851291,4.63E-05,9.582681635,1.750355388,0.104637286,2.021238139,3.479671232,2.568532249,0.132444292,0.192872107,0.999854207,0.991737902,0.166397452,0.069018252,0.999992609,0.894780636,0.999970913,0.99996376,0.283729404,0.387508661,0.440607965,0.007259223,0.233115882,0.014243191,0.994614899,0.018262688,0.030951221,0.005584876,0.013145398,0.005433951,9.59E-05,0.055902664,0.01067254,2.69E-05,7.31E-05,0.009973499,9.53E-06,3.73E-05,0.091860794,5.45E-06,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],0.019,0.326,0.006,0,0.998,0.761,0.043
CC(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1,446.17,427.3656109,1.044000707,10,6,164,10,3,9,11,0,19,0.526315789,3,1,0.192,3.615,0.45,65.517,-0.297,"[(22, 30, 29)]","[(22,)]",['-'],['-'],0,0,1,0,-2.625317226,1.091839402,0.65863929,183.7469079,312.7919092,7.730087885,5.059944199,-5.876947465,-4.967591306,0.99106884,0.00111664,0.997352362,0.00602293,0.298532665,0.501630932,0.896472022,0.850987136,0.991212428,5.60E-06,9.07E-05,0.004848188,0.20811373,74.48082867,0.113353753,15.93616825,0.000156895,0.570684135,9.41E-12,0.000495489,1.78E-18,1.26E-10,1.44E-08,8.39E-08,4.33E-13,0.999951124,3.57E-09,2.49E-19,3.30E-06,5.62E-07,3.22724631,1.125394037,0.47416988,3.131024514,4.612649055,3.943193038,0.213959694,0.404836535,0.759645104,0.689668477,0.605741799,0.790683568,0.995891929,0.51770997,8.70E-08,0.001333755,0.19841294,0.665750861,0.279892594,0.633277595,0.447162539,0.510730505,0.999928117,0.035006981,0.016565656,0.141452953,0.147267342,0.008686348,0.981901824,0.000217373,0.609781086,0.000517934,0.00044462,0.3774198,0.077891722,4.36E-05,0.243622571,0.216878787,['-'],['-'],['-'],['-'],"[(12, 20, 21, 22), (20, 22, 23, 24, 25, 26, 27, 28, 29, 30), (0, 1, 2, 3, 8, 9)]",['-'],"[(17, 16), (23, 24, 25, 26, 27, 28, 29), (0, 1, 3, 2), (30, 29, 24, 23, 22)]",['-'],0.288,0.29,0.51,0.533,0.003,0.012,0.088
CC(=O)N[C@H]1C(=O)O[C@H](CO)[C@@H](O)[C@@H]1O,219.07,196.8330862,1.112973455,7,4,116.09,3,1,6,7,0,8,0.375,4,1,0.371,3.748,0.75,23.143,1.5,"[(7, 5, 6)]",['-'],['-'],['-'],0,0,0,0,0.282029101,-1.453110873,-1.805534168,132.1275768,279.8343093,7.953290545,4.055893751,-5.742585981,-4.675936617,0.920658946,0.002425879,0.659162343,0.123034537,0.991913116,0.986925794,0.997322405,0.997955561,0.999884844,0.000281363,0.080241822,0.000429906,0.069524512,16.55885943,-0.398114018,86.59251989,5.09E-06,6.31E-06,0.000159117,4.17E-05,1.24E-05,0.000131327,4.37E-05,1.85E-06,1.22E-05,0.000176954,0.296172649,3.26E-13,0.043542348,0.007616015,2.462516178,2.040303028,0.092700093,1.764452221,3.152714031,2.519561391,0.006035252,0.081912778,0.827728331,0.750328898,0.026202481,0.052869856,0.992690623,0.475798041,0.001099359,0.590649068,0.024377685,0.600659072,0.108808704,0.735322833,0.615614235,0.930911481,0.944931448,0.087217093,0.04580221,0.02735495,0.006346736,0.028709818,0.240650266,0.000233667,0.341455787,0.006803838,3.72E-06,0.335010141,0.005889318,0.00196753,8.62E-05,0.02925824,['-'],['-'],['-'],['-'],"[(0, 1, 2, 3, 4, 5)]","[(4, 5, 6, 7, 8)]",['-'],['-'],0.118,0,0.088,0.018,0.038,0.079,0.064
Cc1cc(N)c(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)cn1,423.04,355.794457,1.189001098,10,4,158.91,8,2,6,13,0,13,0.615384615,2,0,0.412,4.469,0.385,36,0.076,"[(8, 9, 10), (4, 3, 2, 1, 25, 24, 5)]","[(14, 16, 15, 18, 20, 19)]",['-'],['-'],0,0,1,0,-1.405978674,0.109856059,-0.805306156,161.4785185,285.8014099,4.461499058,4.733652822,-5.553688177,-4.926730883,0.941277862,4.93E-06,0.00052671,0.63181746,0.122834802,0.996630931,0.997691912,0.993781507,0.999217987,0.001659391,0.986122727,6.75E-09,0.974519014,62.83256434,-0.215976911,31.35113026,7.09E-09,9.34E-12,0.000135235,1.04E-06,0.000163352,0.006875743,2.09E-06,2.18E-05,4.90E-05,9.12E-13,1,1.06E-21,0.852306902,0.000562775,1.65543263,1.012427785,0.367903076,2.989374972,4.27208808,3.823103546,0.017378831,0.039857712,0.998299181,0.004843235,0.988864779,0.999998927,0.999978542,0.95789814,9.36E-05,0.999763668,0.999984026,0.006259077,0.091439016,1.55E-05,1.75E-05,0.99855715,1,0.057691447,3.44E-07,0.11769066,2.41E-06,0.000987589,2.19E-08,6.22E-07,0.006073434,4.96E-07,5.22E-09,1.52E-06,5.68E-08,1.58E-09,1.02E-08,1.30E-08,"[(25,)]",['-'],"[(14, 15, 16, 17, 18, 19, 21), (14, 18)]",['-'],"[(3, 4), (3, 4)]",['-'],"[(9, 10, 22, 7, 8)]","[(3, 4), (3, 4), (3, 4), (3,), (3, 4)]",0.139,0.001,0.062,0.02,0.074,0.973,0.031
Cn1cc([C@H]2SC=C(C(=O)O)NC=C2C=O)nn1,266.05,237.4513873,1.120439863,7,2,97.11,3,2,7,8,0,14,0.214285714,1,1,0.754,4.348,0.2,38,-0.287,"[(5, 4, 13, 14, 15), (12, 13, 14, 15), (13, 14, 15), (4, 5, 6)]","[(13, 14, 15)]",['-'],['-'],0,0,0,0,-2.195124682,0.623448232,-0.2529334,205.1351239,303.3284996,2.874772762,2.694780955,-5.372753245,-5.020194377,0.99050492,0.000768038,0.124461755,0.249997139,0.134175181,0.519433618,0.59223935,0.441870898,0.400630087,0.004028562,0.061541423,0.019259492,0.731084526,62.80157191,-0.62420563,32.7475549,0.006510013,0.008813525,0.002365306,0.000508115,0.000664384,0.916823149,2.10E-05,0.003505615,0.000417478,0.007187327,0.002979259,4.93E-05,0.0035311,0.035604756,1.80076018,1.324231876,0.374800979,3.036765196,4.438867779,3.779012324,0.013380222,0.084888667,0.97711587,0.622508287,0.508068502,0.091761872,0.955215633,0.275878429,0.007982246,0.780907333,0.562233329,0.592034578,0.188834146,0.520365953,0.57772696,0.845963061,0.998810172,0.039056517,0.01614954,0.049733907,0.034851123,0.01428437,0.000172768,0.003410635,0.130503863,0.000545407,0.000480591,0.173477829,0.019179864,0.001558077,0.013694282,0.031202106,['-'],['-'],"[(13, 14, 15)]",['-'],"[(14,), (14, 15, 13)]","[(6, 7, 8, 9, 10), (6,)]","[(13, 14, 15), (6, 7, 8)]","[(12, 13, 14, 15)]",0.121,0.274,0.067,0.179,0.526,0.614,0.027
CC1(C)[C@H]2CC(=O)[C@]1(C)C[C@H]2O,168.12,179.3473882,0.937398652,2,1,37.3,0,2,6,2,0,9,0,3,1,0.593,4.672,0.9,39.474,2.815,['-'],['-'],['-'],['-'],0,0,0,1,-1.134635296,0.778350966,0.635222256,180.9094429,242.6104988,7.936220523,4.154794284,-4.496680472,-4.38600354,0.831351042,0.281554401,0.411827803,0.060378015,0.351753116,0.375835061,0.919147104,0.982814074,0.991835773,0.258858234,0.7845155,0.158436313,0.567264497,49.27164711,0.157429319,50.81487324,0.000266666,0.000212064,0.001030098,0.163669974,0.001563838,0.017019052,0.00686858,0.002552391,0.00963809,0.238169506,0.03146822,5.47E-05,0.321175188,0.194943458,13.5819042,1.806737838,0.294924894,2.829347498,4.078350198,3.4099105,0.070658006,0.371691763,0.181796566,0.545156837,0.355526119,0.402431071,0.582262158,0.648224115,0.582517922,0.971005082,0.454871446,0.519004107,0.469380051,0.344770312,0.331326395,0.418756634,0.482231051,0.054375459,0.039126415,0.139889002,0.002181347,0.009269752,0.000740455,0.013967356,0.441325068,0.00264566,5.76E-05,0.002623707,0.002779845,0.000569876,0.002738017,0.003343849,"[(4, 5, 6, 7)]",['-'],['-'],['-'],"[(4, 5, 6, 7)]","[(11, 10, 9), (4, 5, 6, 7)]",['-'],['-'],0.387,0.001,0.011,0.003,0.76,0.002,0.372
N[C@@H](Cn1cc(I)c(=O)[nH]c1=O)C(=O)O,324.96,203.9540525,1.59330004,7,4,118.18,3,1,6,8,0,9,0.333333333,1,0,0.588,3.181,0.286,18,-0.213,"[(5, 6)]",['-'],['-'],['-'],0,0,0,0,-2.28317205,0.323136824,-0.670770578,254.9237934,316.1950305,3.582684541,3.58108824,-5.687974093,-5.199299889,0.995856345,1.87E-06,0.141076341,2.19E-05,1.90E-05,1.62E-05,4.89E-05,0.147916883,0.054601651,1.92E-05,0.263991088,5.41E-05,0.942812264,11.60746014,-0.28201497,91.23031685,2.48E-06,4.04E-06,0.000427256,4.27E-05,8.20E-08,0.023784867,0.000348834,0.034839321,1.68E-08,8.98E-06,0.001270895,4.92E-12,0.296786338,0.008789376,7.60390051,1.403502559,0.281593257,3.017706616,4.431679411,3.499218593,0.048697241,0.153086469,0.301573753,0.452491403,0.425368041,0.045611344,0.623069406,0.237232298,0.011745663,0.457017392,0.306079865,0.262449026,0.320680797,0.118491545,0.132706314,0.463701367,0.999562204,0.046039652,0.012767233,0.025177483,0.000684232,0.000384263,0.001081337,7.32E-05,0.337911606,0.000555045,0.00091756,0.000700402,0.000194207,9.31E-05,4.49E-05,0.005706473,"[(5,)]",['-'],['-'],['-'],['-'],"[(5, 6)]",['-'],['-'],0.611,0,0.017,0.065,0.041,0.943,0.918
Cc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,344.08,300.541418,1.144867161,9,4,134.27,4,3,9,10,0,16,0.25,4,1,0.573,3.679,0.462,68.421,0.685,['-'],['-'],['-'],['-'],0,0,0,0,-1.973882731,0.906785471,-0.42311942,211.7720402,305.9143592,4.538001469,3.7584968,-5.712953736,-5.139912853,0.938252091,0.103225976,1.77E-05,1.62E-05,1.22E-05,0.00073415,0.002455413,0.99737072,0.991196036,0.001256273,0.999754488,6.24E-06,0.684268892,74.74011085,-0.224950292,26.49766197,0.001268128,6.74E-14,2.99E-05,4.34E-11,0.374547631,0.692480743,0.83170867,4.63E-05,1.27E-09,3.51E-07,2.87E-07,1.51E-17,0.837861955,0.984258175,2.482790929,2.22481773,0.069468724,2.517583419,3.87021493,3.200954138,0.017665353,0.089447685,0.253838241,0.147112191,0.018087428,0.726954997,0.740851164,0.521219373,0.033020668,0.716318369,0.869710565,0.258795232,0.051128175,0.633870482,0.066770047,0.975732327,0.729595661,0.084200531,0.00216462,0.060432784,0.003692057,0.637812078,0.001051983,0.001715411,0.740744829,0.171789616,0.000643063,0.000846029,0.014277531,0.000977467,0.001202192,0.01358746,"[(10, 11, 12)]",['-'],['-'],['-'],['-'],['-'],"[(10, 9, 8, 7, 5, 4), (7, 5, 4, 3, 2, 1, 6)]",['-'],0.151,0.003,0.049,0.03,0.025,0.988,0.031
NOCC[C@H](N)C(=O)O,134.07,123.4681429,1.085867146,5,5,98.57,4,0,0,5,0,1,4,1,0,0.414,3.152,0.75,2,1.512,['-'],['-'],['-'],['-'],0,0,0,1,0.290247477,-1.274758951,-3.252522617,224.541643,271.4774039,3.166641802,5.642150359,-6.061275473,-4.622255631,0.994860828,1.19E-07,0.161263511,8.94E-06,5.60E-05,1.65E-05,0.000717461,0.193031967,0.922803223,3.76E-05,0.013735775,0.002960024,0.913747549,7.335851192,-0.25370615,92.49695979,1.36E-10,2.85E-08,6.87E-09,0.053682987,1.24E-07,0.107273385,7.05E-10,0.006462406,1.36E-11,1.35E-07,3.97E-08,9.91E-11,4.34E-09,8.03E-09,6.437798269,1.586329581,0.18177699,2.338477461,3.697931572,2.843404021,0.039779332,0.184610337,0.012285947,0.604725659,0.492327213,0.137697041,0.816998899,0.509374022,0.684621453,0.809785008,0.632083535,0.34569791,0.541034102,0.295671701,0.171904176,0.781181097,0.113277614,0.037794504,0.00723438,0.034267228,0.003462252,0.001182694,0.001405602,0.000945954,0.253099978,0.000365642,0.001325694,0.003654294,8.45E-06,3.04E-05,0.000213794,0.000161939,['-'],['-'],['-'],['-'],['-'],['-'],['-'],"[(0,), (0,)]",0.116,0.009,0.037,0.001,0.719,0.79,0.752
