smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,416.05,360.1280282,1.155283587,7,6,129.54,3,3,10,8,0,18,0.166666667,1,0,0.655,3.201,0.167,61.905,-0.565,"[(11, 12, 18, 16, 17, 15, 14, 13), (21, 22), (1, 2, 3, 4, 20, 21, 23)]",['-'],['-'],['-'],0,0,1,0,-4.367249889,2.167025183,2.108494388,217.1723118,363.9499551,9.740046515,4.035294139,-5.004225076,-4.72217178,0.007147806,0.024697557,0.354294449,1.19E-05,8.96E-05,0.000149965,0.024997354,0.233206019,0.274447948,4.12E-05,0.028657632,0.18784979,0.998929799,93.27945164,0.5379626,5.837528448,0.856131256,0.028437467,0.639620721,0.506973505,0.99519664,0.009789933,0.000662762,0.001760812,0.918156743,0.987840354,0.947906435,1.06E-06,0.999471843,0.393858701,2.994154402,1.608074389,1.31863299,3.989996447,5.360699151,4.862975466,0.043584187,0.410584748,0.998454452,0.851899266,0.897591591,0.967539847,0.865901589,0.860409141,1.96E-05,0.430777162,0.954675436,0.847505927,0.991613507,0.860058248,0.508669615,0.72094816,0.999995351,0.356942207,0.15979974,0.737813056,0.996172965,0.839683712,0.026675489,0.514334381,0.110580891,0.032993827,0.004023468,0.978650808,0.037444573,0.345511347,0.998930037,0.826764882,['-'],"[(20, 4, 3, 2, 23, 21, 22)]",['-'],['-'],"[(0, 1, 2, 23, 24, 25, 21, 20, 4, 3), (16, 17), (16, 17), (3, 2, 1, 23, 24, 21, 20, 4), (12, 18, 19, 16, 17, 15, 14, 13)]","[(9, 6, 7, 8), (21, 22), (9,)]","[(17, 16, 15, 14, 13, 12, 18), (8, 7, 6)]","[(16, 17), (16, 17), (16, 17), (16,), (16, 17)]",0.717,0.068,0.403,0.695,0.031,0.708,0.185
C[C@H](NCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@H](O)c1ccccc1,357.18,357.1140873,1.00018457,8,2,94.08,6,3,9,8,0,18,0.333333333,2,0,0.655,3.149,0.389,38,-0.86,['-'],['-'],['-'],['-'],0,0,0,0,-1.731514369,1.145240397,0.92988762,116.0049604,299.5597163,9.279028257,4.965896791,-5.230854062,-4.873015328,0.763805866,0.006231282,0.8214522,2.15E-06,7.38E-05,0.000104666,0.008604586,0.533318222,0.634022176,0.00194313,0.038648058,0.355493814,0.441639006,42.25877676,0.195347735,51.89310617,0.005454459,0.99949038,3.36E-06,0.995826662,0.000273326,0.22692886,0.046720125,0.98793298,0.001027127,0.99724102,5.41E-07,0.081197329,1.28E-05,0.057294,1.17348708,1.674073397,0.301503227,2.974973569,4.299999208,3.625268199,0.227417424,0.342042863,0.537462533,0.468542576,0.633486927,0.775303066,0.656269848,0.142741531,0.001691335,0.20743832,0.813248277,0.905488253,0.969706357,0.273427635,0.282041222,0.654217184,0.999505877,0.031953014,0.059053704,0.305475056,2.33E-05,1.49E-05,5.17E-10,3.34E-08,0.000213925,1.91E-09,9.41E-14,2.13E-06,7.60E-05,1.18E-06,1.33E-09,4.03E-07,['-'],['-'],['-'],['-'],['-'],['-'],"[(4, 5, 6, 7, 8, 9)]",['-'],0.146,0.01,0.019,0.359,0.001,0.047,0.004
Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O,375.15,357.398556,1.049668483,10,4,134.54,6,3,9,10,0,18,0.333333333,1,0,0.326,3.05,0.353,40,-0.623,"[(19, 18, 17, 16, 15, 22, 20, 21), (19, 18, 17, 16, 15, 22, 20)]",['-'],"[(15, 16, 17, 18, 20, 22, 21, 19)]","[(15, 16, 17, 18, 20, 22, 21, 19)]",0,0,0,0,-0.872883247,-0.18740931,-0.879964949,180.2806737,304.7887274,8.43900821,6.581417156,-5.500854266,-5.128617147,0.982314825,1.91E-05,0.073995583,0.000399649,0.070248365,0.049398363,0.819431514,0.589451134,0.97589612,0.005981288,0.001306388,0.006146467,0.539534748,43.52894906,-0.165169102,51.67262775,3.98E-06,0.999753892,2.64E-09,0.221157536,3.89E-06,0.008770593,1.30E-05,0.719716907,0.013625518,0.847423315,0.000327088,1.44E-05,0.000787742,0.687971115,3.527399157,1.650131551,0.227107013,2.922731793,4.506762223,3.681614789,0.187915176,0.660166502,0.545117021,0.504496038,0.2124874,0.728884578,0.62249279,0.28172648,0.001669215,0.091923125,0.677473724,0.641277969,0.613155842,0.809670568,0.133939952,0.455096781,0.998753786,0.019352622,0.221534789,0.207091704,1.91E-07,3.58E-09,1.03E-13,8.73E-11,6.76E-06,1.39E-12,1.62E-17,2.09E-08,4.81E-07,9.16E-08,8.03E-13,1.11E-11,"[(18,)]",['-'],['-'],['-'],"[(19, 18, 20, 21, 22, 15, 16, 17), (18,), (19, 18, 20, 21), (17, 18, 19, 20, 21, 22, 15, 16), (17, 18, 19, 20, 21, 22, 15, 16)]",['-'],"[(19, 18, 20, 21, 22, 15, 16, 17), (9, 8, 7, 6, 5, 4), (19, 18, 17, 16, 15, 22, 20)]",['-'],0.032,0.001,0.017,0.264,0.004,0.527,0.011
COCCCC(=O)NCc1ccc(C(F)(F)F)cc1,275.11,261.0818635,1.053730797,3,1,38.33,8,1,6,6,0,7,1.142857143,0,0,0.811,1.775,0.462,9,-1.366,['-'],['-'],['-'],['-'],0,0,0,0,-3.193077831,2.909040073,2.914786213,52.22626845,283.1323248,9.156235289,5.212666354,-4.754434037,-4.826264467,0.529697955,0.842888474,0.000683068,0.190304875,0.13416034,0.252060652,0.061998248,0.13267608,0.812771499,2.17E-06,0.948475778,0.955147982,0.403490007,91.7335059,0.106401488,7.082652538,0.042784646,0.175014555,0.876341403,0.998614788,0.143155023,0.014803714,0.000764539,0.09977372,0.996483445,0.974080145,0.223044589,0.025262356,0.997574508,0.390416145,8.54573304,0.247844213,0.619841571,3.077600029,4.531323162,3.734094641,0.426343471,0.467600763,0.165280268,0.255367547,0.185178131,0.172057018,0.622284353,0.422820449,0.01214114,0.773679137,0.237021014,0.696153641,0.58863312,0.554581761,0.152244374,0.81112653,0.737035871,0.049220685,0.059875339,0.381146044,0.001016537,0.000586627,0.000131549,0.118698835,0.245707065,0.00027705,0.000115193,0.861644149,0.003319041,3.89E-06,0.003336276,0.000984005,"[(0, 1, 2), (12,)]",['-'],['-'],['-'],"[(4, 5, 6, 7, 8, 9)]","[(14, 13, 15), (12, 13, 14)]",['-'],['-'],0.012,0,0.005,0.323,0.008,0.133,0.001
O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1,369.19,375.7293949,0.982595466,5,0,45.67,5,4,7,6,0,24,0.208333333,0,0,0.824,2.109,0.429,52,-1.876,"[(6, 5, 4, 3, 2, 1, 0), (6, 5, 4, 3, 2, 15, 14)]",['-'],['-'],['-'],0,0,0,0,-3.518619996,2.812458888,2.758003841,136.5635192,281.912598,8.581323853,7.81501294,-4.65393594,-5.045808587,0.085738257,0.237483323,0.003305038,1.87E-05,0.00979811,0.00521642,0.314540386,0.936650574,0.970345438,0.017762935,0.999863744,0.99947089,0.929852843,88.01118591,0.613613049,12.066852,2.14E-06,0.000827139,0.005883266,0.98492521,0.001823612,1.42E-05,0.348830551,0.999471962,0.012938999,0.99999392,0.997671425,5.87E-05,0.311770588,0.228409991,6.368042629,0.244247631,1.283847533,3.619369135,4.909242725,4.341563491,0.873957515,0.548640966,0.75995779,0.431468844,0.647994518,0.727684081,0.402187258,0.495682418,7.19E-05,0.118394025,0.911771119,0.731132746,0.90794003,0.543487847,0.195756182,0.96126312,0.8684057,0.110826716,0.135420412,0.604173779,0.002534265,0.093345672,0.086635575,0.017694229,0.082515776,0.003268173,0.001820065,0.267234027,0.099266164,0.082655065,0.069504097,0.210106507,"[(10,), (14,)]","[(9, 8, 7, 13, 12, 10, 11)]",['-'],['-'],['-'],"[(10, 11)]",['-'],['-'],0.149,0.044,0.027,0.354,0.001,0.015,0.005
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,363.23,395.4635794,0.918491661,4,1,29.95,6,4,15,4,0,23,0.260869565,0,0,0.853,2.319,0.391,42.75,-0.523,['-'],['-'],['-'],['-'],0,1,0,0,-3.680454002,3.353307721,3.662378453,110.647624,289.786757,8.511790788,8.060607326,-4.966705932,-4.958968606,0.007461699,0.639398992,0.97888732,0.000757813,0.022889614,0.072654903,0.060768723,0.020027006,0.031497732,0.198263928,0.982093632,0.996522069,0.892863691,90.79980663,0.753238896,9.720759933,3.84E-06,1,0.008797227,1,0.000186046,0.627299368,0.999874115,0.999933362,0.225603729,0.999866962,5.16E-06,5.16E-10,0.636032283,0.999995828,7.714533226,0.621548671,1.334309139,3.495534209,4.741597097,4.207054034,0.975102305,0.862465382,0.270008177,0.751315832,0.433147967,0.253629118,0.954420924,0.522952199,0.009266827,0.174910769,0.968539417,0.801333368,0.990357101,0.55336988,0.712578118,0.994554877,0.989550292,0.131974354,0.346106201,0.787191987,0.703060448,0.148125172,0.067358956,0.067443989,0.238358319,0.015370911,0.001635116,0.817014813,0.024845082,0.089010499,0.228795409,0.063774072,['-'],['-'],['-'],['-'],"[(17, 18, 19), (16, 17, 18, 19)]",['-'],"[(10, 11, 12, 13, 14, 15, 16)]","[(11, 10)]",0.462,0.168,0.377,0.561,0.002,0.404,0.347
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,266.06,242.6591892,1.096434884,6,2,73.8,4,2,6,7,0,13,0.307692308,0,1,0.804,2.392,0.182,25.846,-1.562,"[(4, 3, 5, 6), (6, 5, 3, 4)]",['-'],['-'],['-'],0,0,0,0,-3.557064194,2.242728846,2.069120126,197.2674117,305.6939839,8.088681475,4.867926202,-4.996270904,-4.57302865,0.858998656,0.045518432,0.314697683,0.005702794,0.001922846,0.017860711,0.320086718,0.813525677,0.88249433,2.83E-05,0.015812906,0.991699457,0.85331291,96.51772467,0.042356047,2.623722511,0.990963817,0.01191856,0.022579527,0.049996525,0.016830374,0.004276371,1.58E-06,0.016453037,0.001534659,0.075939588,8.52E-05,7.71E-09,0.092251226,0.233412936,5.137044013,0.655389119,0.710633209,3.178690512,5.728737766,4.137541437,0.136697471,0.305654526,0.992705643,0.590313315,0.412174165,0.547480881,0.94689554,0.57886076,2.04E-05,0.529236436,0.39562577,0.858319223,0.839822471,0.266582072,0.689714253,0.766892135,0.999893308,0.032844923,0.03808048,0.558964789,0.332519114,0.002258149,1.13E-05,0.0012443,0.602163315,0.002665397,3.24E-06,0.076234162,0.000730502,0.000194374,0.338977516,0.000153483,"[(15,)]","[(14, 13, 12, 11, 17, 15, 16)]",['-'],['-'],"[(11, 10), (11, 10), (11,), (7, 8, 9, 10, 11), (1, 6, 5, 7, 8, 9), (7, 6, 5, 1, 2, 3)]","[(15, 16)]","[(10, 11, 12, 13, 14, 15, 17)]","[(11, 10)]",0.132,0.248,0.016,0.264,0.009,0.256,0.067
O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,565.03,428.1360105,1.319744161,8,3,100.13,9,3,6,12,0,20,0.45,0,0,0.259,3.263,0.3,44.615,-1.063,"[(23, 22, 20, 18, 9, 8, 7), (27, 28)]",['-'],['-'],['-'],0,0,1,1,-4.628514399,2.743912877,2.769172327,167.847224,314.9165497,7.654470496,5.439022036,-4.477032509,-4.651754176,0.023421047,0.02769009,0.02824172,0.00069356,2.56E-05,0.000390232,0.000278413,0.143390581,0.712508261,4.08E-09,0.000206003,0.064122751,0.530330658,96.12881674,0.599556244,3.343419478,0.624380708,0.975144565,0.02176182,0.004139688,0.790682614,0.016590765,0.000102501,0.000157371,0.900527358,0.988078415,4.47E-05,4.94E-10,0.99370724,0.032215174,3.324380774,0.793989718,1.325815445,3.98392674,5.987286088,5.27128397,0.881474376,0.943534553,0.999888778,0.938322127,0.418574661,0.019939432,0.991778016,0.319435209,7.19E-09,0.062126923,0.301472962,0.669761419,0.926172137,0.976432204,0.447802365,0.999795258,0.999993443,0.032202519,0.037619822,0.420495927,0.217478693,0.0070541,0.001886202,0.101506345,0.417909116,0.053418361,0.00156474,0.11650826,0.002864853,0.014099785,0.060169511,0.323112428,"[(18,)]",['-'],"[(2,), (1, 7, 22, 23, 20, 21, 18, 19, 9, 10, 8)]",['-'],"[(22, 23), (22, 23), (15, 16, 17, 11, 10, 9)]","[(18, 19)]","[(4,), (23, 22, 20, 18, 9, 8, 7)]",['-'],0.397,0.03,0.083,0.741,0.004,0.208,0.141
CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1,718.25,714.5722584,1.005146773,10,1,128.31,19,4,6,13,0,29,0.655172414,0,0,0.095,2.993,0.256,32,-0.895,['-'],['-'],['-'],['-'],0,0,1,1,-5.945656144,3.81948261,4.850354168,135.4129035,374.6460381,9.590102596,5.985972969,-4.847520107,-4.720880166,0.973737597,0.335208803,6.42E-05,0.001631677,0.221493602,0.955178998,0.999766434,0.994610548,0.99998486,5.53E-05,0.999566615,0.003951635,0.997736454,91.63224482,0.487193808,6.96932859,1.57E-05,0.000614904,0.979781508,1.32E-05,0.444831252,1.31E-11,0.000230326,2.89E-19,0.896307886,0.999985337,1,1.65E-15,1,0.987377822,2.788097844,0.836741272,1.09120471,4.241055232,5.810887135,5.351981273,0.903696418,0.666245043,0.99344492,0.02857806,0.371440709,0.971072376,0.009044074,0.003466911,2.41E-13,0.001029402,0.114942759,0.588035345,0.531544983,0.586421132,0.074036062,0.869540691,0.99966836,0.034441575,0.382400453,0.798153996,4.07E-05,1.04E-08,4.21E-09,0.041847158,6.49E-05,7.05E-08,9.11E-09,0.149398699,9.01E-08,5.63E-09,0.000651991,0.176017374,"[(5,), (28, 29), (37,), (27,)]",['-'],['-'],['-'],"[(14, 15), (14, 15), (14,), (18, 16, 17, 15, 14)]","[(29, 28, 30), (27, 28, 29)]","[(15, 14, 13, 12, 11, 40, 34)]","[(14, 15)]",1,0.169,0.32,0.938,0.002,0.284,0.004
CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,522.26,517.869508,1.008477989,11,3,141.73,12,3,6,11,0,18,0.666666667,5,0,0.399,4.034,0.615,74.476,0.182,"[(25, 24, 23, 22, 21, 30, 29)]",['-'],['-'],['-'],1,0,1,1,-3.335778979,1.973968643,2.098550078,152.5219612,300.9535775,8.065159074,4.937069086,-5.378147288,-4.889343672,3.26E-05,0.096070677,0.00012505,0.000430048,0.232665241,0.993310391,0.995286403,0.999992132,0.999995351,0.00278422,0.999999881,0.000886888,0.999675632,92.81716555,-0.113639495,5.371502824,0.005377468,0.020075226,0.99568212,0.45511663,0.939749062,5.23E-06,0.001106523,1.36E-11,0.020950979,0.991553128,1,7.35E-10,0.999999881,0.960285902,2.2912086,2.258972915,1.16036986,3.837340868,5.267583507,4.847988688,0.081967622,0.476049334,0.966295123,0.224338338,0.023353608,0.036777854,0.25892204,0.151471525,2.14E-06,0.018968118,0.057745039,0.527292252,0.163946778,0.928684473,0.207566842,0.861048579,0.120803684,0.132235914,0.088253081,0.383984953,0.010358498,0.00013008,1.37E-05,0.004244319,0.025980847,4.69E-05,1.14E-08,0.00465132,1.56E-06,4.20E-06,0.00060722,7.67E-05,"[(7, 8, 9)]",['-'],['-'],['-'],"[(9,)]",['-'],['-'],['-'],0.747,0.004,0.036,0.559,0.005,0.009,0.002
