smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
Cc1cc(Cc2c(C)nn(CCC(=O)O)c2C)c2c(c1O)CCC2,328.18,344.0562497,0.953855657,5,2,75.35,5,3,9,5,0,16,0.3125,0,0,0.884,2.641,0.474,42.071,-0.683,['-'],['-'],['-'],['-'],0,0,0,0,-3.402633797,2.043041632,2.108853523,176.3072913,302.8169359,6.454134522,4.862837468,-5.164153986,-4.857525752,0.970535934,0.000666994,0.013341307,0.003305554,0.021774769,0.020616233,0.056093991,0.877240241,0.444872439,1.54E-05,0.983336329,0.035271566,0.999702632,98.18455964,-0.110628174,2.151163716,1.60E-05,0.825415671,0.023766384,0.588850021,0.002487678,0.964016438,3.01E-05,0.009916974,0.000513227,0.98868376,0.002874532,0.00105729,0.46079582,0.765812278,2.221661145,1.161758482,1.249353697,4.207815419,5.322737118,4.791902263,0.020012025,0.124420069,0.816499889,0.442936003,0.206039131,0.71560657,0.384062529,0.664301693,0.000158917,0.534579456,0.825203001,0.749731839,0.260341138,0.634423077,0.483107328,0.556450188,0.991728246,0.045629155,0.008645846,0.177153364,0.090332724,0.002461906,2.72E-05,0.30918172,0.010917882,0.002549454,0.415076464,0.405923069,0.00016893,0.018054664,0.038439658,0.019934239,['-'],['-'],['-'],['-'],['-'],['-'],"[(20, 19, 18, 17, 3, 2, 1)]",['-'],0.008,0.042,0.257,0.233,0.003,0.727,0.004
Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,404.08,380.7405467,1.061300152,7,1,82.7,2,6,12,8,0,31,0.064516129,0,1,0.518,2.832,0.091,66.667,-0.193,"[(27, 24, 25, 26, 1, 21, 22, 23), (4, 5, 16, 17, 18), (29, 23, 22, 21, 26, 1, 25, 24), (17, 16, 18, 19, 20, 4, 5)]",['-'],['-'],['-'],0,0,1,0,-4.734850581,3.014915478,3.158395639,247.9911018,347.8171702,9.369179593,5.087764965,-4.971899409,-4.673445094,0.846721709,0.226669103,0.000306382,0.002142608,3.23E-05,1.24E-05,0.000798166,0.962313473,0.906153679,4.94E-06,0.99932766,0.911437452,0.071833767,98.03798076,0.064268536,1.811664884,0.999998569,0.000496886,0.037535202,2.73E-07,0.269273251,0.005075614,0.049440507,0.365523398,0.999999881,1.32E-08,0.850320339,2.14E-12,0.999841094,0.969727337,0.65478345,1.211609611,1.315772691,3.885179413,5.242200283,4.705403214,0.339382827,0.499039829,0.987379432,0.85691154,0.78106904,0.883692205,0.041582294,0.918129325,9.28E-06,0.426825404,0.60963732,0.847561777,0.92108202,0.648342729,0.825936079,0.964532435,0.999102473,0.144557238,0.221726835,0.586631477,0.996023893,0.150885373,0.035574168,0.114572503,0.00428877,0.000715164,0.003751625,0.903996766,0.002829366,0.537682354,0.992901742,0.765484869,"[(12,)]","[(11, 10, 9, 15, 14, 12, 13), (9,)]",['-'],['-'],"[(4, 5, 16, 17, 18), (3, 4, 5, 6), (22, 23, 29, 24, 27, 25, 26, 21)]","[(4, 5, 16, 17, 18), (4, 5, 16, 17, 18), (12, 13), (4,)]","[(28, 27, 24, 25, 26, 21, 22, 23, 29), (7, 6, 15, 9, 8), (4, 5, 16, 17, 18, 19, 20), (1, 26, 25, 24, 23, 22, 21), (4, 5, 16), (3, 21, 26, 1, 2)]","[(9,), (9,), (9,)]",0.923,0.412,0.589,0.616,0.001,0.513,0.602
Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,480.12,435.2533332,1.103081731,6,1,63.41,4,5,9,10,0,27,0.148148148,0,0,0.6,3.787,0.455,103.125,-1.196,"[(28, 30, 31)]",['-'],['-'],['-'],0,1,1,0,-4.697124294,3.407786127,3.725573249,162.9278809,299.8290145,9.3034784,6.877605291,-5.204279493,-4.737249166,0.00331951,0.011310618,0.000482822,2.38E-06,7.02E-05,0.000839472,0.000508785,0.032437041,0.019152509,1.16E-05,0.999990702,0.425434917,0.999231458,96.09464181,-0.007243122,3.160092836,0.003613954,0.41414234,0.001597092,0.145875394,0.021073181,0.129506156,0.001555964,0.568295062,0.0795784,0.99972266,0.20295693,0.024430249,0.855014324,2.50E-05,6.626020545,0.668902357,1.254199233,3.792404458,5.301912164,4.655085631,0.819117427,0.620233536,0.514245033,0.177620858,0.825905621,0.891025364,0.795412183,0.430675387,1.29E-05,0.00207254,0.995661914,0.797314048,0.90289402,0.54071945,0.164834797,0.878393352,0.999874115,0.088972554,0.06238357,0.721005678,0.033637092,0.005954512,0.007676085,0.202697456,0.072148792,0.001385883,0.047483619,0.935923576,0.075369507,0.59829241,0.535790026,0.456136167,"[(18, 21, 22), (28,), (5,)]","[(23, 24)]",['-'],['-'],['-'],"[(24,), (22, 23, 24), (28, 29), (26, 23, 24), (18, 21, 22, 23, 24)]","[(30, 28, 27, 26, 31)]",['-'],0.135,0.004,0.291,0.749,0.001,0.035,0.033
COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1,356.1,345.6455318,1.030246212,5,2,71.45,5,3,6,7,0,19,0.263157895,0,0,0.705,2.17,0.053,18,-1.033,"[(12, 11, 9, 8, 7, 24, 22), (1, 2, 3, 4, 5, 6, 25)]",['-'],['-'],['-'],0,1,1,0,-4.264605938,2.771305694,4.14470954,200.6997746,336.0402343,5.006767296,0.423388514,-4.836907141,-4.865993514,0.986314774,0.000754868,0.002066045,0.000907302,0.000955164,0.000303149,0.023363292,0.998678982,0.999855876,0.204534024,0.997187674,1.08E-05,0.99943763,98.50852741,-0.621086498,1.06761226,0.050519887,8.59E-05,0.039586179,0.001686503,0.305589676,0.993371606,5.03E-08,0.004761303,0.001170984,0.002754679,0.000524056,5.71E-05,0.007208249,0.015741194,0.902397134,1.283062336,0.981265191,3.639316703,4.721793898,4.242207725,0.370027781,0.179182112,0.99912852,0.6193012,0.646255314,0.098834112,0.124535106,0.162612915,0.000101469,0.886963785,0.78546828,0.973624527,0.986247838,0.96555084,0.586587369,0.998878062,0.998001516,0.064846292,0.063362934,0.051524252,0.998843431,0.035269313,0.014764855,0.050335463,0.381575644,0.000655704,0.037591331,0.995342493,0.146034285,0.306397408,0.999373972,0.539820731,"[(9,), (14,)]",['-'],['-'],['-'],"[(11, 12), (11, 12)]","[(9, 10)]","[(12, 11, 9, 8, 7, 24, 22)]",['-'],0.647,0.616,0.528,0.772,0.004,0.509,0.114
CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,530.31,564.3076849,0.939753284,10,3,126.28,15,2,6,10,0,17,0.882352941,1,0,0.205,3.579,0.414,32,-0.96,"[(34, 33, 31, 32, 29), (3, 4, 5, 6, 16, 17, 18)]",['-'],['-'],['-'],0,0,1,1,-3.618322633,3.084561107,3.28629126,118.8328184,296.1311958,8.024876369,6.775264919,-5.587013153,-5.120003921,0.292131871,0.963932276,0.000436962,0.139154136,0.011101186,0.414986253,0.999426562,0.986299813,0.999981403,0.014999079,0.999999881,6.22E-07,0.000232482,98.58459054,0.165746512,1.582307965,1.82E-05,0.885237992,0.001421378,0.985235214,0.000136378,0.106983602,0.001386737,0.994005561,0.002586249,0.423877001,0.254224181,3.11E-09,0.999495745,0.032759532,5.260119865,0.841948543,1.092572093,3.665294388,5.047868155,4.411974856,0.944218278,0.689628959,0.961406469,0.387694538,0.383117318,0.873211741,0.993815064,0.351096541,1.84E-08,0.002709914,0.579488516,0.941410005,0.903317153,0.968375623,0.284495503,0.994366705,0.999962211,0.13875933,0.464137465,0.816248298,0.379261464,0.02399849,0.003268091,0.005079146,0.007738939,3.52E-05,0.000205183,0.959679544,0.018183656,0.000546637,0.031072447,0.020463316,"[(29,)]","[(31, 32, 33, 34)]",['-'],['-'],"[(4, 3), (34, 33, 31, 32, 29), (4, 3), (35, 36, 37, 38), (34, 33, 31), (20, 19, 18)]","[(34, 33, 31, 32, 29), (34, 33, 31, 32, 29), (34,)]","[(18, 19, 20, 21), (29, 31, 32, 33, 34), (18, 19, 20, 21), (18, 19, 20, 21), (7, 8, 9, 10, 11, 14, 15), (33, 34, 35), (13, 12, 11)]","[(34, 33, 31, 32, 29), (4, 3)]",0.075,0.079,0.491,0.659,0.001,0.402,0.057
C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1,381.05,352.1303399,1.082127715,4,1,65.78,6,2,6,5,0,16,0.375,1,0,0.365,3.039,0.105,24,-1.124,"[(8, 5, 3, 4, 2), (15, 16)]",['-'],['-'],['-'],0,1,0,0,-4.750224287,3.34310954,3.379324979,101.5317046,321.5187315,8.76589083,2.930474202,-4.948557347,-4.759299014,0.394486755,0.946690261,0.000588396,0.000215232,0.014702737,0.371773422,0.289303899,0.920643926,0.988542795,3.96E-06,0.999982119,0.012153941,0.417681694,98.65737997,0.087494142,1.07829268,0.998470247,0.076865211,0.999980927,0.002009819,0.995774448,0.001783099,0.405074179,0.027239876,0.950071752,0.002423969,0.999999881,2.99E-10,0.999845743,0.319654852,4.880774742,0.779013791,1.609595327,4.115565367,5.638906917,5.15453716,0.191478834,0.42257145,0.928809404,0.689661682,0.868532658,0.979367852,0.955026507,0.540765166,0.060549498,0.875363469,0.936582923,0.585810661,0.850125134,0.168733299,0.045943402,0.629554629,0.999457777,0.075393587,0.45178026,0.500446796,0.093482926,0.006934237,0.106106997,0.051934343,0.817769647,0.063995704,0.027321452,0.993475616,0.377978474,0.484323114,0.934450746,0.704037488,"[(17,)]",['-'],"[(16, 15, 14, 13, 12, 11, 17), (5, 8, 9, 10)]",['-'],"[(8, 5, 3, 4, 2), (9, 10, 11), (10, 9, 8, 5, 3)]","[(8, 5, 3, 4, 2), (8, 5, 6, 7), (8, 5, 3, 4, 2), (15, 16), (8,)]","[(2, 3, 4, 5, 8), (8, 5, 3), (7, 6, 5), (10, 9, 8, 5)]",['-'],0.996,0.931,0.088,0.844,0.031,0.945,0.002
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,488.17,431.9882204,1.130053962,15,10,256.29,10,2,6,15,0,13,0.769230769,14,1,0.128,5.021,0.944,51.429,2.448,"[(11, 13, 14)]","[(11, 13, 14), (9, 10, 11, 12, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26)]",['-'],['-'],1,0,1,0,-0.04974148,-1.297651901,-2.083559306,174.0781774,318.3725163,4.883220084,3.370486727,-6.029006222,-5.065461955,0.999997973,1.40E-09,0.969342768,0.99873159,0.977330763,0.999202467,0.998302036,0.687229335,0.971622884,0.000497141,1.39E-06,0.001828513,0.039043363,22.58297367,-0.49754596,83.16410041,3.53E-07,7.86E-07,2.47E-10,1.32E-08,2.71E-05,0.000117032,0.000130659,1.01E-07,4.37E-05,8.35E-08,0.000137188,1.18E-21,0.145537242,0.025914809,0.807791932,2.868359905,-0.055059306,1.760753066,3.697001503,2.739348675,0.001476747,0.013563094,0.701854289,0.991879523,0.028183494,0.011608036,0.999991894,0.099869952,4.78E-06,0.145602003,0.0308726,0.615860522,0.097489618,0.98816222,0.865911365,0.960285544,0.925243556,0.464757025,0.944323182,0.457354456,0.004509747,0.001009234,0.002944783,0.000244082,0.494220436,0.000382677,8.17E-05,0.000577925,6.20E-06,2.57E-05,0.001254437,0.010711418,"[(1, 2, 3)]",['-'],"[(11, 13, 14)]",['-'],"[(13, 14, 11), (3,), (11, 13, 14)]","[(1,), (10, 9, 8)]","[(11, 13, 14)]",['-'],0.322,0,0.02,0.001,0.561,0.043,0.083
COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)O)CCO3)cc1,515.09,489.1854489,1.05295446,7,2,94.09,9,4,10,9,0,25,0.36,1,0,0.398,2.911,0.231,76.5,-0.4,"[(18, 17, 16, 15, 14, 12, 13), (1, 2, 3, 4, 6, 7, 8)]",['-'],['-'],['-'],0,0,1,1,-5.086081705,3.146579574,4.498371112,168.8387419,374.0493432,6.916626658,1.33905293,-4.896912649,-4.90541131,0.995452225,7.11E-05,0.071257159,4.04E-05,9.33E-05,1.56E-05,0.008888662,0.147401944,0.012648908,0.00887617,0.999463737,0.006613532,0.979378641,99.05985372,-0.475937602,0.462178726,0.895673752,0.008204927,0.997832477,0.126148313,0.973201215,0.881056547,0.333053648,0.193034187,0.009626058,0.1767928,0.015818214,2.73E-07,0.999999881,0.035855211,1.775718632,1.499404942,1.33580359,4.078239597,5.822398978,5.150303258,0.546183884,0.269204825,0.985524356,0.191541597,0.204092517,0.573074222,0.430360794,0.413840443,1.62E-07,0.041323632,0.331588238,0.815836489,0.525013983,0.90094775,0.603572249,0.979635835,0.946595252,0.034857947,0.165183619,0.349505007,0.432272792,0.001956737,0.009560975,0.429171681,0.193635777,0.002094408,0.762608051,0.591814578,0.006051964,0.081334367,0.614782274,0.874734879,"[(4,)]","[(3, 2, 8, 7, 6, 4, 5)]",['-'],['-'],['-'],"[(4, 5)]",['-'],['-'],0.988,0.82,0.03,0.936,0.002,0.948,0.027
CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(S(C)(=O)=O)cc21,415.12,394.6090971,1.051977775,8,1,101.47,2,4,10,9,0,25,0.08,0,0,0.69,3.185,0.3,60.231,-0.283,"[(23, 25, 26)]",['-'],['-'],['-'],0,0,1,0,-3.294478557,1.659745205,1.230862178,222.5612851,348.7999554,7.143184623,2.865665934,-4.854066233,-4.721382795,0.963006616,0.050855406,0.001824454,0.010932386,0.01921016,0.041497886,0.241029918,0.996278346,0.999179065,9.96E-05,0.997223854,0.018384961,0.994193256,80.1834864,0.046082769,18.42104992,0.007478613,0.840686262,0.003013323,0.687026739,0.049125776,0.08787483,4.09E-08,7.40E-10,0.000263057,0.998535991,0.002204035,8.69E-08,0.326974422,0.000218472,3.730786437,0.71687634,0.383926826,3.031339192,4.243349464,3.794175293,0.224913463,0.422673792,0.993850827,0.764985383,0.768579721,0.733651638,0.028775111,0.814522624,6.07E-07,0.036060091,0.516114771,0.929754198,0.586723506,0.774660349,0.82571882,0.84626919,0.999148846,0.216700047,0.205934554,0.40979442,0.049927358,4.68E-05,9.71E-10,0.004608116,0.00147461,4.03E-08,9.20E-09,1.79E-06,4.44E-05,1.21E-08,3.63E-06,1.04E-05,"[(12,)]",['-'],['-'],['-'],"[(4, 2, 3, 1, 28)]",['-'],"[(1, 28, 27, 22, 21, 9, 8), (19, 20, 16, 17, 18), (23,)]","[(28, 1)]",0.228,0,0.653,0.189,0.011,0.198,0.042
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,383.04,338.6965291,1.130923901,5,1,87.39,3,3,9,9,0,19,0.157894737,1,1,0.88,3.574,0.235,75.571,-0.881,"[(1, 2, 3), (8, 9, 10, 11, 13, 14, 17)]",['-'],['-'],['-'],0,0,0,0,-3.347808333,1.870793023,1.724673931,173.5026347,301.0406951,6.409319454,4.006398602,-5.045390159,-4.525126313,0.987604022,0.084067024,0.009532115,0.037356853,0.015742302,0.064267695,0.008526564,0.949581623,0.997517824,0.086313307,0.992188096,0.006083871,0.729834199,95.85457816,-0.015975674,3.59206925,0.001701539,0.093039878,0.097667582,0.027842404,0.261902332,0.18359147,0.00054347,0.001268013,0.007936744,0.223537371,0.000208538,3.97E-09,0.11454583,0.030335598,4.361276273,1.759821024,0.561709835,3.218361642,4.695091445,4.161460645,0.570313454,0.717632294,0.836819232,0.60740912,0.733849585,0.869757354,0.765751839,0.688649297,0.000191407,0.278712034,0.23730579,0.967224538,0.354788989,0.767131269,0.454826266,0.9711954,0.995449841,0.086666785,0.644671798,0.554870427,0.029789064,0.483667195,0.012012001,0.005255196,0.017428026,0.000451959,0.00025777,0.028469238,0.000272189,9.09E-05,0.197554111,0.001405459,"[(11,)]","[(10, 9, 17, 14, 13, 11, 12)]",['-'],['-'],"[(22, 23, 20, 19)]","[(20, 22, 23), (11, 12)]","[(16, 15, 14), (1,)]",['-'],0.294,0.002,0.113,0.382,0.058,0.218,0.055
