smiles
CC(C)C(=O)OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N
[H][C@@]12OC3=NC(=O)C(C)=CN3[C@]1([H])O[C@H](CO)[C@H]2O
CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)NC1=CC(C2=C3CC(C)(C)CN3N=C2)=C(Cl)C=N1
C[C@H]1CN(CCN1C1=CC(F)=CC(F)=C1)C(=O)CC[C@]1(NC(=O)NC1=O)C1CC1
CNC1=CC=C(C2=CC3=CC(O)=CC=C3O2)C([18F])=N1
NC(=N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)[C@H]2O[C@@H](CNC(=O)CN3C=C(CCC[18F])N=N3)[C@H](O)[C@@H](O)[C@H]2O)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O
[68Ga+3].[H][C@]1(CC(F)(F)CN1C(=O)CNC(=O)C1=CC=NC2=CC=C(C=C12)N(C)CCCN1CCN(CC1)C(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1)C#N
CN1C=NC(CN2C(=O)NC(=NC3=CC4=CN(C)N=C4C=C3Cl)N(CC3=CC(F)=C(F)C=C3F)C2=O)=N1
FC1=CC=CC(COC2=CC=C(NC3=NC=NC4=CC=C(NC(=O)C=C)C=C34)C=C2Cl)=C1
CCOC1=CC2=NC=C(C#N)C(NC3=CC=CC(=C3)C#C)=C2C=C1NC(=O)\C=C\CN(C)C
COC1=CC(N(C)CCN(C)C)=C(NC(=O)C=C)C=C1NC1=NC=CC(=N1)C1=CN(CC(F)(F)F)C2=CC=CC=C12
[2H]C1([2H])C([C@@H](CC#N)N2C=C(C=N2)C2=C3C=CNC3=NC=N2)C([2H])([2H])C([2H])([2H])C1([2H])[2H]
NC(=O)C1=C2NC=CC2=C(C=C1)[C@@H]1CCCN(C1)C(=O)C=C
C[C@H](NC(=O)C1=CC(F)=C(C=C1F)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C(C)NN=C1C)C(F)(F)F
CC1=CC=C(NC(=O)C2=CC=NC(=C2)C(F)(F)F)C=C1C1=CC(OCCO)=NC(=C1)N1CCOCC1
OC[C@@H]1CC[C@H](CO1)NC1=C2C(NC=C2C(=O)C2=CC=C(OC3=CC=CC=C3)C=C2Cl)=NC=N1
O=C(OCCOCCOCCOC(=O)N(CC1=CC=CS1)CC1=CC=CS1)N(CC1=CC=CS1)CC1=CC=CS1
CCCCC1=NC(Cl)=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=O)OCOC(=O)OC(C)C
CCOC1=C(C=NN1C1=CC=CC(=N1)C1=CC=CC(C)=C1OCC1=CC=C2CN(CCC2=C1C)C1CCOCC1)C(O)=O
[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)NCC3=CC=C(C=C3)S(N)(=O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
C[C@H]1CN2CCNCC3=CC=C(C(=O)NCC(F)F)C1=C23
CCCO[C@H]1CC[C@@H](CC1)N(C1CCCCC1)C(=O)NC1=NC=C(SCC(O)=O)S1
C[C@@H]1COCCN1C1=CC(=C2C=NN(C3=NNC=C3)C2=N1)[C@@]1(O)C[C@@H]2CC[C@H](C1)O2
[H][C@@]12CO[P@](S)(=O)O[C@@]3([H])[C@@H](F)[C@@H](O[C@]3([H])CO[P@](S)(=O)O[C@]([H])([C@@H]1O)[C@@H](O2)N1C=C(F)C2=C1NC=NC2=O)N1C=NC2=C(N)N=CN=C12
NS(=O)(=O)C1=CC=C(NC(=O)CC2=CC=C(Br)C(OC3=CC(Cl)=CC(=C3)C#N)=C2F)C(Cl)=C1
[H][C@]12CC3=CC=C(C=C3[C@@]1([H])CCCN2C(=O)C1=CC=C2NC=NC2=C1)C#N
COC1CCC(CC1)N=C1C=C2N(C3=CC=C(OC(F)(F)F)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=CN=C1OC
CC(C)C1=CC(=NC(N)=N1)N1CC[C@@H](N)C1
COC1=CC(F)=CC(=C1)[C@@H](CO)NC(=O)[C@@H](C)N1CC2=CC=C(C=C2C1=O)C1=NC(NC2CCOCC2)=NC=C1Cl
CC1=C(NC2=NC=CC3=CC(CN4CC[C@@H](O)C4)=CN=C23)C=CC=C1C1=CC=CC(C2=NC3=CC(CN4CC[C@H](C4)C(O)=O)=CC(C#N)=C3O2)=C1C
OC12CCC(CC1)(C2)C1=NN=C2N1C=CC=C2OC1=CC=CC=C1Cl
CN1[C@H]2CC[C@@H]1C1=C(C2)SC(NC(=O)NC2=CC=C(Cl)C=C2)=C1C(N)=O
[H][C@@]12CCCN1C(=O)C1=CC=CN=C1OC2
[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(=O)CCCCCCCCC
CC(C)NC(=O)CN1C(=O)N(N=C1C1=CC=CC(Cl)=C1)C1=CC=C(CCN2CCOCC2)C=C1
CC(C)(C)NC(=O)N1CC(C1)O[C@H](C1=CC=C(Cl)C=C1)C1=CC=CC=C1C(F)(F)F
CCN(CC)C(=O)C1=CC=C(C=C1)C1=CC2(CCNCC2)OC2=CC=CC(O)=C12
COC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CC3(COC3)C2)C(F)=C1
[H][C@@]12CC(=O)N1C(=CC2)C(O)=O
CCCCCCCCC([18F])CCCC[C@@H]1C[C@H]1CC(O)=O
[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(=O)OCOC(=O)C(C)(C)C
C[C@@H](NC1=CC(=NC=C1C(=O)NC[C@@H](F)C(C)(C)O)C1=CC=C2C=C(C=NN12)C#N)C#N
CCN1CC2=C(O[C@@H](C)CNC(=O)C3=C4N=C1C=CN4N=C3N)C=CC(F)=C2C#N
COC1=CC(N2CC[C@H](C2)N(C)C)=C(NC(=O)C=C)C=C1NC1=NC=CC(NC2=CC(Cl)=C(F)C=C2C(C)(C)O)=N1
COC1=C(F)C(F)=CC=C1[C@@H]1[C@H](C)[C@@](C)(O[C@H]1C(=O)NC1=CC=NC(=C1)C(N)=O)C(F)(F)F
NC(=O)CN1C=CCC(=C1)C(N)=O
OC(=O)CC1CCN(CC1)C(=O)C1=CC=C(Cl)C(CN2C=CC3=CC(=CC(Cl)=C23)C(F)(F)F)=C1Cl
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC2=CC=C(CCNC(C)=O)C(=C2)C2=CC=CC(F)=C2)OC1(C)C
CC1=C(CC2=CC=C(C=C2)N2C=CC=N2)C=C2C(=O)N(CC2=C1F)[C@H]1COCC[C@@H]1O
[H]C1(C[C@H]2CCC[C@@H](C2)C1)N1[C@H]2CCC[C@@H]1C[C@@H](C2)N1C(=O)C(=NC2=CC=CC=C12)C(O)=O
COC1=CC(=CC(=N1)C1=CC=C(C=C1)C(O)=O)C(=O)N1CCC2(CC1)CC1=C(N(N=C1)C(C)C)C(=O)C2
CC(=O)N[C@H]1CC[C@@H](CC1)NC(=O)CN1CCN(CC1)C1=NN=CC(=N1)C1=CC=C(C)C=C1
CC(=O)N1CCC2=NC(N3CCC(CC3)OC3=CC=C(F)C=C3F)=C(N[C@@H]3CCOC3)N=C2C1
CN1C(=O)[C@@]2(C)[C@@H]3CC[C@@H](O3)[C@@]2(C)C1=O
O=C(CCC(=O)C1=CC=C2OCCOC2=C1)C1=CC=CC=C1
CCCC[C@H](CC1=CNC2=CC=CC=C12)NC(=O)C1=CN=C(S1)N1CCN(C)CC1
